site_code,latitude,longitude,species_name,year,count
MIR-S2,-42.6025,148.04628,Trachurus declivis,2008,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2009,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2010,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2011,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2012,1.875
MIR-S2,-42.6025,148.04628,Trachurus declivis,2013,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2014,0
MIR-S2,-42.6025,148.04628,Trachurus declivis,2015,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2016,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2017,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2018,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2019,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2020,NA
MIR-S2,-42.6025,148.04628,Trachurus declivis,2021,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,1992,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,1993,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,1994,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,1995,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,1996,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,1997,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,1998,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,1999,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2000,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2001,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2002,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2003,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2004,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2005,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2006,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2007,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2008,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2009,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2010,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2011,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2012,0.0625
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2013,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2014,0
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2015,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2016,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2017,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2018,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2019,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2020,NA
MIR-S2,-42.6025,148.04628,Comanthus tasmaniae,2021,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,1992,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,1993,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,1994,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,1995,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,1996,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,1997,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,1998,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,1999,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2000,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2001,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2002,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2003,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2004,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2005,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2006,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2007,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2008,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2009,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2010,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2011,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2012,0.0625
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2013,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2014,0
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2015,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2016,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2017,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2018,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2019,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2020,NA
MIR-S2,-42.6025,148.04628,Plagusia chabrus,2021,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,1992,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,1993,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,1994,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,1995,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,1996,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,1997,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,1998,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,1999,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2000,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2001,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2002,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2003,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2004,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2005,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2006,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2007,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2008,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2009,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2010,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2011,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2012,0.1875
MIR-S2,-42.6025,148.04628,Turbo undulatus,2013,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2014,0
MIR-S2,-42.6025,148.04628,Turbo undulatus,2015,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2016,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2017,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2018,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2019,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2020,NA
MIR-S2,-42.6025,148.04628,Turbo undulatus,2021,NA
MIR-S3,-42.59211,148.05035,Aracana aurita,1992,0.5625
MIR-S3,-42.59211,148.05035,Aracana aurita,1993,0.125
MIR-S3,-42.59211,148.05035,Aracana aurita,1994,0
MIR-S3,-42.59211,148.05035,Aracana aurita,1995,0.375
MIR-S3,-42.59211,148.05035,Aracana aurita,1996,0
MIR-S3,-42.59211,148.05035,Aracana aurita,1997,0.125
MIR-S3,-42.59211,148.05035,Aracana aurita,1998,0.125
MIR-S3,-42.59211,148.05035,Aracana aurita,1999,0.3125
MIR-S3,-42.59211,148.05035,Aracana aurita,2000,0.1875
MIR-S3,-42.59211,148.05035,Aracana aurita,2001,0.1875
MIR-S3,-42.59211,148.05035,Aracana aurita,2002,0.125
MIR-S3,-42.59211,148.05035,Aracana aurita,2003,NA
MIR-S3,-42.59211,148.05035,Aracana aurita,2004,0.125
MIR-S3,-42.59211,148.05035,Aracana aurita,2005,0
MIR-S3,-42.59211,148.05035,Aracana aurita,2006,0.0625
MIR-S3,-42.59211,148.05035,Aracana aurita,2007,0
MIR-S3,-42.59211,148.05035,Aracana aurita,2008,0
MIR-S3,-42.59211,148.05035,Aracana aurita,2009,0.25
MIR-S3,-42.59211,148.05035,Aracana aurita,2010,0
MIR-S3,-42.59211,148.05035,Aracana aurita,2011,0.125
MIR-S3,-42.59211,148.05035,Aracana aurita,2012,0.25
MIR-S3,-42.59211,148.05035,Aracana aurita,2013,0.125
MIR-S3,-42.59211,148.05035,Aracana aurita,2014,0.125
MIR-S3,-42.59211,148.05035,Aracana aurita,2015,0.125
MIR-S3,-42.59211,148.05035,Aracana aurita,2016,0.125
MIR-S3,-42.59211,148.05035,Aracana aurita,2017,0
MIR-S3,-42.59211,148.05035,Aracana aurita,2018,0
MIR-S3,-42.59211,148.05035,Aracana aurita,2019,0
MIR-S3,-42.59211,148.05035,Aracana aurita,2020,0
MIR-S3,-42.59211,148.05035,Aracana aurita,2021,NA
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,1992,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,1993,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,1994,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,1995,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,1996,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,1997,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,1998,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,1999,0.375
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2000,0.0625
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2001,0.0625
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2002,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2003,NA
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2004,0.25
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2005,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2006,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2007,8.125
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2008,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2009,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2010,0.125
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2011,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2012,0.5
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2013,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2014,15
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2015,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2016,2.75
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2017,1.5
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2018,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2019,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2020,0
MIR-S3,-42.59211,148.05035,Atypichthys strigatus,2021,NA
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,1992,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,1993,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,1994,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,1995,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,1996,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,1997,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,1998,0.25
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,1999,0.0625
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2000,0.0625
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2001,0.1875
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2002,0.5
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2003,NA
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2004,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2005,1.625
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2006,0.0625
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2007,0.125
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2008,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2009,0.75
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2010,0.125
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2011,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2012,0.375
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2013,0.5
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2014,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2015,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2016,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2017,0
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2018,0.375
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2019,0.125
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2020,0.375
MIR-S3,-42.59211,148.05035,Cheilodactylus spectabilis,2021,NA
MIR-S3,-42.59211,148.05035,Neoodax balteatus,1992,3.4375
MIR-S3,-42.59211,148.05035,Neoodax balteatus,1993,0.375
MIR-S3,-42.59211,148.05035,Neoodax balteatus,1994,1
MIR-S3,-42.59211,148.05035,Neoodax balteatus,1995,13.5
MIR-S3,-42.59211,148.05035,Neoodax balteatus,1996,9.375
MIR-S3,-42.59211,148.05035,Neoodax balteatus,1997,0.5
MIR-S3,-42.59211,148.05035,Neoodax balteatus,1998,4
MIR-S3,-42.59211,148.05035,Neoodax balteatus,1999,1.1875
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2000,2.8125
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2001,0.5625
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2002,0.625
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2003,NA
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2004,1
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2005,11
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2006,1.4375
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2007,0.875
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2008,0.583333333
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2009,0
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2010,1.375
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2011,3
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2012,7.75
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2013,1.75
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2014,2
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2015,8.625
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2016,29.25
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2017,3.75
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2018,1
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2019,2
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2020,7.25
MIR-S3,-42.59211,148.05035,Neoodax balteatus,2021,NA
MIR-S3,-42.59211,148.05035,Scorpis lineolata,1992,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,1993,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,1994,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,1995,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,1996,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,1997,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,1998,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,1999,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2000,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2001,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2002,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2003,NA
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2004,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2005,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2006,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2007,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2008,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2009,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2010,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2011,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2012,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2013,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2014,1
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2015,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2016,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2017,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2018,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2019,0
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2020,0.25
MIR-S3,-42.59211,148.05035,Scorpis lineolata,2021,NA
MIR-S3,-42.59211,148.05035,Trachurus declivis,1992,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,1993,3.125
MIR-S3,-42.59211,148.05035,Trachurus declivis,1994,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,1995,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,1996,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,1997,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,1998,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,1999,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2000,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2001,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2002,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2003,NA
MIR-S3,-42.59211,148.05035,Trachurus declivis,2004,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2005,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2006,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2007,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2008,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2009,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2010,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2011,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2012,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2013,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2014,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2015,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2016,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2017,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2018,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2019,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2020,0
MIR-S3,-42.59211,148.05035,Trachurus declivis,2021,NA
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,1992,0.25
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,1993,0.0625
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,1994,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,1995,0.125
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,1996,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,1997,0.375
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,1998,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,1999,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2000,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2001,0.125
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2002,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2003,NA
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2004,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2005,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2006,0.125
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2007,0.125
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2008,1.083333333
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2009,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2010,0.25
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2011,0.125
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2012,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2013,0.125
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2014,1.625
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2015,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2016,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2017,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2018,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2019,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2020,0
MIR-S3,-42.59211,148.05035,Comanthus tasmaniae,2021,NA
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,1992,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,1993,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,1994,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,1995,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,1996,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,1997,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,1998,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,1999,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2000,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2001,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2002,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2003,NA
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2004,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2005,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2006,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2007,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2008,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2009,0.125
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2010,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2011,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2012,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2013,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2014,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2015,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2016,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2017,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2018,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2019,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2020,0
MIR-S3,-42.59211,148.05035,Nectocarcinus integrifrons,2021,NA
MIR-S3,-42.59211,148.05035,Plagusia chabrus,1992,0.1875
MIR-S3,-42.59211,148.05035,Plagusia chabrus,1993,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,1994,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,1995,0.125
MIR-S3,-42.59211,148.05035,Plagusia chabrus,1996,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,1997,0.125
MIR-S3,-42.59211,148.05035,Plagusia chabrus,1998,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,1999,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2000,0.1875
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2001,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2002,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2003,NA
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2004,0.25
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2005,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2006,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2007,0.5
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2008,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2009,0.125
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2010,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2011,0.125
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2012,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2013,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2014,0.375
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2015,0.125
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2016,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2017,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2018,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2019,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2020,0
MIR-S3,-42.59211,148.05035,Plagusia chabrus,2021,NA
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,1992,0.25
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,1993,0.125
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,1994,0.25
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,1995,0.125
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,1996,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,1997,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,1998,0.125
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,1999,0.125
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2000,0.0625
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2001,0.0625
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2002,0.125
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2003,NA
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2004,0.125
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2005,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2006,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2007,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2008,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2009,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2010,0.25
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2011,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2012,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2013,0.375
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2014,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2015,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2016,0.125
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2017,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2018,0
MIR-S3,-42.59211,148.05035,Strigopagurus strigimanus,2019,0.125
